DIP:18E	DIP:634N			S06119	85054	DIP:243N			A49426	627246	8906794	Immunoprecipitation
DIP:36839E	DIP:19249N				24648461	DIP:17964N				19921362	14605208	Two hybrid test
DIP:36840E	DIP:19132N				24647779	DIP:19806N				24641692	14605208	Two hybrid test
DIP:36841E	DIP:17940N				21357761	DIP:20576N				17647527	14605208	Two hybrid test
DIP:36842E	DIP:18224N				24582643	DIP:21555N		P47938	S47867	17530795	14605208	Two hybrid test
DIP:36843E	DIP:22803N				28571205	DIP:21555N		P47938	S47867	17530795	14605208	Two hybrid test
DIP:36844E	DIP:21303N				17933688	DIP:21555N		P47938	S47867	17530795	14605208	Two hybrid test
DIP:36845E	DIP:22356N				24648329	DIP:22732N				18543265	14605208	Two hybrid test
DIP:36846E	DIP:23692N				20129479	DIP:22732N				18543265	14605208	Two hybrid test
DIP:36847E	DIP:17940N				21357761	DIP:20686N				24639248	14605208	Two hybrid test
DIP:36848E	DIP:18194N				24584798	DIP:19644N			JC5793	17738069	14605208	Two hybrid test
DIP:36849E	DIP:20082N				17647383	DIP:19644N			JC5793	17738069	14605208	Two hybrid test
DIP:36850E	DIP:23693N		P47949		24665772	DIP:19306N		P48451	A44307	17864336	14605208	Two hybrid test
DIP:36851E	DIP:18204N				24648828	DIP:23694N				24642480	14605208	Two hybrid test
DIP:36852E	DIP:18288N				24582006	DIP:23694N				24642480	14605208	Two hybrid test
DIP:36853E	DIP:22667N				24762775	DIP:23694N				24642480	14605208	Two hybrid test
DIP:36854E	DIP:22253N				24647083	DIP:22996N				24580631	14605208	Two hybrid test
DIP:36855E	DIP:17580N				24663246	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36856E	DIP:17351N				24642517	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36857E	DIP:18713N				24649262	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36858E	DIP:17814N		P23696	S12961	17136620	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36859E	DIP:17635N				24667117	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36860E	DIP:17299N				17136732	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36861E	DIP:17607N				24645058	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36862E	DIP:18514N				24582746	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36863E	DIP:19784N				24655093	DIP:17145N		P11455		24666330	14605208	Two hybrid test
DIP:36864E	DIP:18744N				24649114	DIP:20832N				24648444	14605208	Two hybrid test
DIP:36865E	DIP:19240N				24666240	DIP:20832N				24648444	14605208	Two hybrid test
DIP:36866E	DIP:18414N				24584167	DIP:20832N				24648444	14605208	Two hybrid test
DIP:36867E	DIP:23695N				18859855	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36868E	DIP:17091N				21357211	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36869E	DIP:18503N				24654595	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36870E	DIP:23696N		P25724	A40042	17136364	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36871E	DIP:18460N				24648615	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36872E	DIP:18209N				19921472	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36873E	DIP:17634N				24660182	DIP:19279N				28574443	14605208	Two hybrid test
DIP:36874E	DIP:21590N				28573308	DIP:22772N				21357907	14605208	Two hybrid test
DIP:36875E	DIP:18243N				24580731	DIP:19955N				21357227	14605208	Two hybrid test
DIP:36876E	DIP:18019N				24650168	DIP:19955N				21357227	14605208	Two hybrid test
DIP:36877E	DIP:17631N				24665229	DIP:19216N				24580972	14605208	Two hybrid test
DIP:36878E	DIP:18026N				24659755	DIP:19216N				24580972	14605208	Two hybrid test
DIP:36879E	DIP:18495N		Q960T2		24647295	DIP:19216N				24580972	14605208	Two hybrid test
DIP:36880E	DIP:20033N				24580765	DIP:23697N		Q24572		17933648	14605208	Two hybrid test
DIP:36881E	DIP:17825N				24638894	DIP:21167N				24663283	14605208	Two hybrid test
DIP:36882E	DIP:17359N				24582212	DIP:23698N				24580986	14605208	Two hybrid test
DIP:36883E	DIP:22760N				24658459	DIP:21168N				17136524	14605208	Two hybrid test
DIP:36884E	DIP:17160N				24640353	DIP:22369N				20130255	14605208	Two hybrid test
DIP:36885E	DIP:23699N		P02575	JC1246	17975545	DIP:20149N		P45594	A57569	17136986	14605208	Two hybrid test
DIP:36886E	DIP:19529N				17864532	DIP:20149N		P45594	A57569	17136986	14605208	Two hybrid test
DIP:36887E	DIP:17474N				24653459	DIP:20149N		P45594	A57569	17136986	14605208	Two hybrid test
DIP:36888E	DIP:18126N				20129527	DIP:22908N				28572154	14605208	Two hybrid test
DIP:36889E	DIP:19004N				24580817	DIP:21456N				17137346	14605208	Two hybrid test
DIP:36890E	DIP:20220N				20129813	DIP:21456N				17137346	14605208	Two hybrid test
DIP:36891E	DIP:17849N				21357547	DIP:21456N				17137346	14605208	Two hybrid test
DIP:36893E	DIP:23701N				18860091	DIP:23700N		P16914	A33130	18079265	14605208	Two hybrid test
DIP:36894E	DIP:20040N				19922904	DIP:23700N		P16914	A33130	18079265	14605208	Two hybrid test
DIP:36895E	DIP:18560N				28571891	DIP:23700N		P16914	A33130	18079265	14605208	Two hybrid test
DIP:36896E	DIP:20272N				17137692	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36897E	DIP:20541N		P40301	S36116	17737927	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36898E	DIP:17059N				20130085	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36899E	DIP:18493N				24664652	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36900E	DIP:23702N				21358267	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36901E	DIP:18906N				22026880	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36902E	DIP:20233N				24659272	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36903E	DIP:17508N				28574284	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36904E	DIP:19046N		P29413	A56637	24645441	DIP:19158N		P11147		17737967	14605208	Two hybrid test
DIP:36905E	DIP:23703N				24585893	DIP:17479N				20129165	14605208	Two hybrid test
DIP:36906E	DIP:18485N				24654441	DIP:18655N				19920572	14605208	Two hybrid test
DIP:36907E	DIP:19812N		P48461	S13827	17738177	DIP:18655N				19920572	14605208	Two hybrid test
DIP:36908E	DIP:17815N				21358129	DIP:18655N				19920572	14605208	Two hybrid test
DIP:36909E	DIP:21931N				24655036	DIP:19429N				17137788	14605208	Two hybrid test
DIP:36910E	DIP:17465N				20130017	DIP:19429N				17137788	14605208	Two hybrid test
DIP:36911E	DIP:18386N				28573486	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36912E	DIP:17232N				19922516	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36913E	DIP:19527N				24649039	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36914E	DIP:18425N				24650747	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36915E	DIP:18625N				24654245	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36916E	DIP:19947N				24663131	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36917E	DIP:23704N				24648127	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36918E	DIP:17059N				20130085	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36919E	DIP:23133N				24649741	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36920E	DIP:20696N				24648946	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36921E	DIP:18109N				24662946	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36922E	DIP:22857N				24644979	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36923E	DIP:17860N				24645148	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36924E	DIP:18162N				21356041	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36925E	DIP:23143N				21356645	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36926E	DIP:22816N		P04197		17530961	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36927E	DIP:21028N				19922666	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36928E	DIP:17850N				24584043	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36929E	DIP:22387N				24642452	DIP:18243N				24580731	14605208	Two hybrid test
DIP:36931E	DIP:17425N				24666524	DIP:22182N				18543263	14605208	Two hybrid test
DIP:36932E	DIP:18639N				24654017	DIP:22182N				18543263	14605208	Two hybrid test
DIP:36933E	DIP:17093N				17647581	DIP:17381N				28573467	14605208	Two hybrid test
DIP:36934E	DIP:17331N				24646899	DIP:18160N				28571724	14605208	Two hybrid test
DIP:36935E	DIP:17607N				24645058	DIP:18160N				28571724	14605208	Two hybrid test
DIP:36936E	DIP:17813N		O76924		17137570	DIP:20597N				19922676	14605208	Two hybrid test
DIP:36937E	DIP:17383N				24583965	DIP:20597N				19922676	14605208	Two hybrid test
DIP:36938E	DIP:17168N		Q06559	S35620	17136324	DIP:20597N				19922676	14605208	Two hybrid test
DIP:36939E	DIP:18918N				24642267	DIP:20597N				19922676	14605208	Two hybrid test
DIP:36940E	DIP:20082N				17647383	DIP:20597N				19922676	14605208	Two hybrid test
DIP:36941E	DIP:17076N				24664458	DIP:20448N				21357917	14605208	Two hybrid test
DIP:36942E	DIP:18138N				19921250	DIP:23706N				21356189	14605208	Two hybrid test
DIP:36943E	DIP:19582N		P48591		17352481	DIP:21503N				21355205	14605208	Two hybrid test
DIP:36944E	DIP:23707N				21356549	DIP:21503N				21355205	14605208	Two hybrid test
DIP:36945E	DIP:18201N				19922992	DIP:21503N				21355205	14605208	Two hybrid test
DIP:36946E	DIP:23708N				21357833	DIP:21503N				21355205	14605208	Two hybrid test
DIP:36947E	DIP:22042N		P54622		24647376	DIP:22928N				20128911	14605208	Two hybrid test
DIP:36948E	DIP:18561N				24646009	DIP:23132N				22024244	14605208	Two hybrid test
DIP:36949E	DIP:19364N				24648042	DIP:23132N				22024244	14605208	Two hybrid test
DIP:36950E	DIP:17947N				24665297	DIP:19697N		P53997		24647052	14605208	Two hybrid test
DIP:36951E	DIP:18344N				28571791	DIP:19697N		P53997		24647052	14605208	Two hybrid test
DIP:36952E	DIP:18742N				21357683	DIP:21602N				24663238	14605208	Two hybrid test
DIP:36953E	DIP:20082N				17647383	DIP:21602N				24663238	14605208	Two hybrid test
DIP:36954E	DIP:17520N		Q24117		17933574	DIP:23709N				19922680	14605208	Two hybrid test
DIP:36955E	DIP:23710N				24646508	DIP:23709N				19922680	14605208	Two hybrid test
DIP:36956E	DIP:23711N		P50445		24640031	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36957E	DIP:22244N				17137578	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36958E	DIP:19353N				24762669	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36959E	DIP:19420N		P41126	JC4260	17647879	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36960E	DIP:17631N				24665229	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36961E	DIP:21520N				17737911	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36962E	DIP:23081N				24659468	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36963E	DIP:19052N				24647137	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36964E	DIP:18983N				24668642	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36965E	DIP:23712N		Q9VUM0		24664545	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36966E	DIP:17814N		P23696	S12961	17136620	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36967E	DIP:23713N				21357127	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36968E	DIP:17832N				24664627	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36969E	DIP:18305N				28574950	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36970E	DIP:17388N				24646440	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36971E	DIP:17438N		P00528		24657868	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36972E	DIP:17331N				24646899	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36973E	DIP:20701N				24660270	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36974E	DIP:23714N		Q9VX09		18859917	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36975E	DIP:19876N				24660746	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36976E	DIP:20220N				20129813	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36977E	DIP:17308N				17137572	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36978E	DIP:17466N				24659451	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36979E	DIP:19925N				17530957	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36980E	DIP:18025N				21356727	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36981E	DIP:22199N				24581787	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36982E	DIP:18028N				21356595	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36983E	DIP:18773N		P40427	A48840	17647403	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36984E	DIP:17970N		P29742	S52588	17137000	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36985E	DIP:18029N				24656431	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36986E	DIP:17508N				28574284	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36987E	DIP:19253N		Q05201		24582246	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36988E	DIP:23715N				19920990	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36989E	DIP:21172N				21355643	DIP:17350N				24641689	14605208	Two hybrid test
DIP:36990E	DIP:18724N				18859869	DIP:23511N				21358157	14605208	Two hybrid test
DIP:36991E	DIP:21577N		Q24533		17975536	DIP:20926N		P11956	SMFF2	17738061	14605208	Two hybrid test
DIP:36992E	DIP:18494N				28573795	DIP:22713N				17647959	14605208	Two hybrid test
DIP:36993E	DIP:18490N				21355717	DIP:23716N				24648409	14605208	Two hybrid test
DIP:36994E	DIP:18492N				24581939	DIP:23266N				19922874	14605208	Two hybrid test
DIP:36995E	DIP:17232N				19922516	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:36996E	DIP:19362N				21355335	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:36997E	DIP:17833N				24659237	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:36998E	DIP:19285N				19922100	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:36999E	DIP:19185N		P13238		17136586	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:37000E	DIP:17391N				24655741	DIP:17855N			T13738	20128907	14605208	Two hybrid test
DIP:37001E	DIP:17231N				18858161	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37002E	DIP:18503N				24654595	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37003E	DIP:21500N				24667472	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37004E	DIP:23717N				24653521	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37005E	DIP:22415N				24653057	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37006E	DIP:23718N				24586591	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37007E	DIP:22263N				17137184	DIP:19256N				24762582	14605208	Two hybrid test
DIP:37008E	DIP:22350N				28572157	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37009E	DIP:17147N				17737425	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37010E	DIP:21223N		Q08012	A46444	17136708	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37011E	DIP:18551N				19922726	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37012E	DIP:17934N				24648207	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37013E	DIP:21085N				24648755	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37014E	DIP:18288N				24582006	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37015E	DIP:17817N		Q9VLP3		24582782	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37016E	DIP:17586N				24585943	DIP:17580N				24663246	14605208	Two hybrid test
DIP:37017E	DIP:18732N		Q24180	S69214	17737659	DIP:23719N				24641682	14605208	Two hybrid test
DIP:37018E	DIP:23721N				24646520	DIP:23720N				18859843	14605208	Two hybrid test
DIP:37019E	DIP:20715N		Q9VXE0		18860007	DIP:23720N				18859843	14605208	Two hybrid test
DIP:37020E	DIP:21336N		P15278	A33378	24584958	DIP:22201N				24647060	14605208	Two hybrid test
DIP:37021E	DIP:20710N				20129923	DIP:22201N				24647060	14605208	Two hybrid test
DIP:37022E	DIP:18276N				28574851	DIP:22201N				24647060	14605208	Two hybrid test
DIP:37023E	DIP:18797N		Q9VGX3		24645753	DIP:18108N				24648401	14605208	Two hybrid test
DIP:37024E	DIP:23722N				17738103	DIP:18108N				24648401	14605208	Two hybrid test
DIP:37025E	DIP:23723N				24661892	DIP:18108N				24648401	14605208	Two hybrid test
DIP:37026E	DIP:17549N				24646434	DIP:18108N				24648401	14605208	Two hybrid test
DIP:37027E	DIP:18941N				21357215	DIP:22042N		P54622		24647376	14605208	Two hybrid test
DIP:37028E	DIP:17586N				24585943	DIP:22042N		P54622		24647376	14605208	Two hybrid test
DIP:37029E	DIP:17245N				24642561	DIP:22042N		P54622		24647376	14605208	Two hybrid test
DIP:37030E	DIP:18638N				24650084	DIP:22334N				24661467	14605208	Two hybrid test
DIP:37031E	DIP:17331N				24646899	DIP:22334N				24661467	14605208	Two hybrid test
DIP:37032E	DIP:18536N				24665761	DIP:20896N				24641673	14605208	Two hybrid test
DIP:37033E	DIP:18611N				24666790	DIP:20896N				24641673	14605208	Two hybrid test
DIP:37034E	DIP:18240N				28573799	DIP:18764N				24641662	14605208	Two hybrid test
DIP:37035E	DIP:17383N				24583965	DIP:22240N				24648387	14605208	Two hybrid test
DIP:37036E	DIP:19114N				24642363	DIP:19226N				24657351	14605208	Two hybrid test
DIP:37037E	DIP:17278N				24666323	DIP:23724N				19921006	14605208	Two hybrid test
DIP:37038E	DIP:17940N				21357761	DIP:23724N				19921006	14605208	Two hybrid test
DIP:37039E	DIP:17090N				20129451	DIP:19922N				24667703	14605208	Two hybrid test
DIP:37040E	DIP:23725N				28573948	DIP:22350N				28572157	14605208	Two hybrid test
DIP:37041E	DIP:22676N		P48148	S54294	17137100	DIP:22350N				28572157	14605208	Two hybrid test
DIP:37042E	DIP:17359N				24582212	DIP:23726N				24649327	14605208	Two hybrid test
DIP:37043E	DIP:17189N				28574406	DIP:22313N				17137758	14605208	Two hybrid test
DIP:37044E	DIP:18077N				24645053	DIP:22313N				17137758	14605208	Two hybrid test
DIP:37045E	DIP:17834N				24655577	DIP:22313N				17137758	14605208	Two hybrid test
DIP:37046E	DIP:17449N				24653385	DIP:23727N		P12370	C31751	17136902	14605208	Two hybrid test
DIP:37047E	DIP:19132N				24647779	DIP:23728N				24654160	14605208	Two hybrid test
DIP:37048E	DIP:21114N				24660188	DIP:23728N				24654160	14605208	Two hybrid test
DIP:37049E	DIP:21466N		Q9NEF6		20128937	DIP:22174N		P42519		17647909	14605208	Two hybrid test
DIP:37050E	DIP:17604N				24583264	DIP:20879N				24649312	14605208	Two hybrid test
DIP:37051E	DIP:17193N				24652930	DIP:20879N				24649312	14605208	Two hybrid test
DIP:37052E	DIP:23536N		P54350		17136988	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37053E	DIP:17976N				28573481	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37054E	DIP:18161N				21356743	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37055E	DIP:18386N				28573486	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37056E	DIP:17232N				19922516	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37057E	DIP:19321N				21358247	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37058E	DIP:18550N				24646312	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37059E	DIP:20312N				28574249	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37060E	DIP:19412N				28574635	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37061E	DIP:17813N		O76924		17137570	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37062E	DIP:23729N				24654263	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37063E	DIP:17155N				17738243	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37064E	DIP:23730N				21357959	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37065E	DIP:23731N				24650536	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37066E	DIP:19557N				24662650	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37067E	DIP:23732N				24647135	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37068E	DIP:23023N				24664817	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37069E	DIP:18727N				18859895	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37070E	DIP:18261N				24654471	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37071E	DIP:18797N		Q9VGX3		24645753	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37072E	DIP:23722N				17738103	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37073E	DIP:17168N		Q06559	S35620	17136324	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37074E	DIP:18305N				28574950	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37075E	DIP:17606N				28574316	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37076E	DIP:17389N				21355909	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37077E	DIP:18162N				21356041	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37078E	DIP:22143N				22024170	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37079E	DIP:19514N				24581467	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37080E	DIP:19988N				24645425	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37081E	DIP:17475N				20130151	DIP:17351N				24642517	14605208	Two hybrid test
DIP:37082E	DIP:21209N				24652770	DIP:21996N				24641640	14605208	Two hybrid test
DIP:37083E	DIP:21933N				19920586	DIP:23733N				24654162	14605208	Two hybrid test
DIP:37084E	DIP:17550N				24645300	DIP:21875N				18859847	14605208	Two hybrid test
DIP:37085E	DIP:20427N				24639368	DIP:22705N		Q24407		17137260	14605208	Two hybrid test
DIP:37086E	DIP:17845N				17647891	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37087E	DIP:18035N				24649025	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37088E	DIP:22606N				24583291	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37089E	DIP:18313N		P07185		17647277	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37090E	DIP:23734N		P50536		17647703	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37091E	DIP:23735N				20129687	DIP:20033N				24580765	14605208	Two hybrid test
DIP:37092E	DIP:17670N				24584828	DIP:20927N				18859851	14605208	Two hybrid test
DIP:37093E	DIP:17466N				24659451	DIP:20927N				18859851	14605208	Two hybrid test
DIP:37094E	DIP:20870N				19921466	DIP:23736N				24583049	14605208	Two hybrid test
DIP:37095E	DIP:21551N				21358535	DIP:19904N		Q9VG94		17864596	14605208	Two hybrid test
DIP:37096E	DIP:18395N				22026843	DIP:22690N				24580653	14605208	Two hybrid test
DIP:37097E	DIP:18971N				21355815	DIP:22880N				24649283	14605208	Two hybrid test
DIP:37098E	DIP:19354N				19921060	DIP:19299N				24642559	14605208	Two hybrid test
DIP:37099E	DIP:23281N				19922556	DIP:19299N				24642559	14605208	Two hybrid test
DIP:37100E	DIP:23381N				24580788	DIP:22918N				19921720	14605208	Two hybrid test
DIP:37101E	DIP:18876N				21357915	DIP:22918N				19921720	14605208	Two hybrid test
DIP:37102E	DIP:17438N		P00528		24657868	DIP:22918N				19921720	14605208	Two hybrid test
DIP:37103E	DIP:17415N				24667063	DIP:22918N				19921720	14605208	Two hybrid test
DIP:37104E	DIP:17484N				19920382	DIP:23640N				24661488	14605208	Two hybrid test
DIP:37105E	DIP:17383N				24583965	DIP:23737N				24648308	14605208	Two hybrid test
DIP:37106E	DIP:17299N				17136732	DIP:23737N				24648308	14605208	Two hybrid test
DIP:37107E	DIP:19529N				17864532	DIP:23571N				24642563	14605208	Two hybrid test
DIP:37108E	DIP:17278N				24666323	DIP:23571N				24642563	14605208	Two hybrid test
DIP:37109E	DIP:17382N				17137216	DIP:18422N				24583012	14605208	Two hybrid test
DIP:37110E	DIP:17059N				20130085	DIP:18422N				24583012	14605208	Two hybrid test
DIP:37111E	DIP:17990N				24661136	DIP:18422N				24583012	14605208	Two hybrid test
DIP:37112E	DIP:17833N				24659237	DIP:18422N				24583012	14605208	Two hybrid test
DIP:37113E	DIP:18413N				24649047	DIP:18765N		P02516	B20647	17737553	14605208	Two hybrid test
DIP:37114E	DIP:17945N		Q9W4E2		24639816	DIP:18765N		P02516	B20647	17737553	14605208	Two hybrid test
DIP:37115E	DIP:23738N		Q9VXN4		18859963	DIP:18765N		P02516	B20647	17737553	14605208	Two hybrid test
DIP:37116E	DIP:17723N				28573018	DIP:18765N		P02516	B20647	17737553	14605208	Two hybrid test
DIP:37117E	DIP:22080N				24664191	DIP:17845N				17647891	14605208	Two hybrid test
DIP:37118E	DIP:20514N		P17276	JC4888	24660393	DIP:17845N				17647891	14605208	Two hybrid test
DIP:37119E	DIP:18729N				28573427	DIP:17845N				17647891	14605208	Two hybrid test
DIP:37120E	DIP:19951N				24653614	DIP:17845N				17647891	14605208	Two hybrid test
DIP:37121E	DIP:17263N				21355125	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37122E	DIP:17278N				24666323	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37123E	DIP:18906N				22026880	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37124E	DIP:21359N				17137196	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37125E	DIP:17755N				24585599	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37126E	DIP:21172N				21355643	DIP:18749N		P02518	D20647	17647521	14605208	Two hybrid test
DIP:37127E	DIP:22624N				17137564	DIP:23739N				24648298	14605208	Two hybrid test
DIP:37128E	DIP:23741N				24649618	DIP:23740N				19549546	14605208	Two hybrid test
DIP:37129E	DIP:17278N				24666323	DIP:23740N				19549546	14605208	Two hybrid test
DIP:37130E	DIP:20688N				19921076	DIP:18232N				24661428	14605208	Two hybrid test
DIP:37131E	DIP:23742N				24642321	DIP:21599N				24661432	14605208	Two hybrid test
DIP:37132E	DIP:23743N				18859899	DIP:22493N				24661424	14605208	Two hybrid test
DIP:37133E	DIP:17820N				24642263	DIP:22493N				24661424	14605208	Two hybrid test
DIP:37134E	DIP:23744N				24646722	DIP:22493N				24661424	14605208	Two hybrid test
DIP:37135E	DIP:18971N				21355815	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37136E	DIP:17307N		P92208		24583285	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37137E	DIP:17203N				24650420	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37138E	DIP:18856N				17647723	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37139E	DIP:23045N				18860051	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37140E	DIP:18414N				24584167	DIP:23536N		P54350		17136988	14605208	Two hybrid test
DIP:37141E	DIP:17081N		P23757		17986167	DIP:21961N				17137634	14605208	Two hybrid test
DIP:37142E	DIP:23046N				19920608	DIP:21961N				17137634	14605208	Two hybrid test
