BINDID	MolNameA	MolTypeA	GIA	GeneA	TaxName	MolNameB	MolTypeB	GIB	GeneB	TaxName	PMIDs
43303	CG5494	protein	24648484	0	Drosophila melanogaster	bsk	protein	24583287	0	Drosophila melanogaster	14605208
43304	CG5494	protein	24648484	0	Drosophila melanogaster	CG6770	protein	24583803	0	Drosophila melanogaster	14605208
43305	CG5494	protein	24648484	0	Drosophila melanogaster	RpS3	protein	17136324	0	Drosophila melanogaster	14605208
43306	CG5494	protein	24648484	0	Drosophila melanogaster	CG7570	protein	24667117	0	Drosophila melanogaster	14605208
43307	CG5494	protein	24648484	0	Drosophila melanogaster	BcDNA:GH07921	protein	24662017	0	Drosophila melanogaster	14605208
43308	CG5494	protein	24648484	0	Drosophila melanogaster	CG8636	protein	24639372	0	Drosophila melanogaster	14605208
43309	CG5494	protein	24648484	0	Drosophila melanogaster	CG8854	protein	45550417	0	Drosophila melanogaster	14605208
43310	CG5494	protein	24648484	0	Drosophila melanogaster	mus209	protein	17136790	0	Drosophila melanogaster	14605208
43311	CG5494	protein	24648484	0	Drosophila melanogaster	Nrt	protein	24665507	0	Drosophila melanogaster	14605208
43312	CG5494	protein	24648484	0	Drosophila melanogaster	CG9796	protein	28573018	0	Drosophila melanogaster	14605208
43313	His2Av	protein	17738227	0	Drosophila melanogaster	Xbp1	protein	28573590	0	Drosophila melanogaster	14605208
43314	His2Av	not specified	0	0	Drosophila melanogaster	Poxm	protein	24645035	0	Drosophila melanogaster	14605208
43315	RpL1	protein	24650747	0	Drosophila melanogaster	mus304	protein	45549208	0	Drosophila melanogaster	14605208
43316	RpL1	protein	24650747	0	Drosophila melanogaster	CG9797	protein	21355383	0	Drosophila melanogaster	14605208
43317	BcDNA:GH07066	protein	24650754	0	Drosophila melanogaster	Hn	protein	24660393	0	Drosophila melanogaster	14605208
43318	BcDNA:GH07066	protein	24650754	0	Drosophila melanogaster	myotubularin	protein	17737395	0	Drosophila melanogaster	14605208
43319	CG5514	protein	24650760	0	Drosophila melanogaster	Bin1	protein	17738001	0	Drosophila melanogaster	14605208
43320	CG5514	protein	24650760	0	Drosophila melanogaster	CG7033	protein	28571140	0	Drosophila melanogaster	14605208
43321	CG5514	protein	24650760	0	Drosophila melanogaster	CG8193	protein	19921864	0	Drosophila melanogaster	14605208
43322	CG5514	protein	24650760	0	Drosophila melanogaster	CG8309	protein	19922220	0	Drosophila melanogaster	14605208
43323	CG5514	protein	24650760	0	Drosophila melanogaster	CG9796	protein	28573018	0	Drosophila melanogaster	14605208
43324	CG5516	protein	21357919	0	Drosophila melanogaster	CG8831	protein	19922100	0	Drosophila melanogaster	14605208
43325	CG5516	protein	21357919	0	Drosophila melanogaster	l(2)06496	protein	21356003	0	Drosophila melanogaster	14605208
43326	CG5522	protein	24654253	0	Drosophila melanogaster	ari-2	protein	17137570	0	Drosophila melanogaster	14605208
43327	CG5522	protein	24654253	0	Drosophila melanogaster	MRG15	protein	21357515	0	Drosophila melanogaster	14605208
43328	CG5522	protein	24654253	0	Drosophila melanogaster	CG8936	not specified	0	0	Drosophila melanogaster	14605208
43329	CG5522	protein	24654253	0	Drosophila melanogaster	CG9784	protein	24642561	0	Drosophila melanogaster	14605208
43330	CG5522	protein	24654253	0	Drosophila melanogaster	CG9902	protein	24642543	0	Drosophila melanogaster	14605208
43331	CG5525	protein	24583944	0	Drosophila melanogaster	CG9572	protein	24643447	0	Drosophila melanogaster	14605208
43332	CG5527	protein	24650765	0	Drosophila melanogaster	CG9871	protein	24659188	0	Drosophila melanogaster	14605208
43333	B-H1	protein	17737357	0	Drosophila melanogaster	CG6459	protein	20130085	0	Drosophila melanogaster	14605208
43334	B-H1	protein	17737357	0	Drosophila melanogaster	CG8120	protein	24645300	0	Drosophila melanogaster	14605208
43335	CG5532	protein	19922836	0	Drosophila melanogaster	CG8292	protein	24582746	0	Drosophila melanogaster	14605208
43336	CG5537	protein	21358379	0	Drosophila melanogaster	CG7757	protein	24667067	0	Drosophila melanogaster	14605208
43337	Oli	protein	17647759	0	Drosophila melanogaster	betaCop	protein	17647193	0	Drosophila melanogaster	14605208
43338	Oli	protein	17647759	0	Drosophila melanogaster	CG9727	protein	24644617	0	Drosophila melanogaster	14605208
43339	CG5546	protein	21355125	0	Drosophila melanogaster	CG5792	protein	45550970	0	Drosophila melanogaster	14605208
43340	CG5546	protein	21355125	0	Drosophila melanogaster	CG7283	protein	24662954	0	Drosophila melanogaster	14605208
43341	CG5546	protein	21355125	0	Drosophila melanogaster	CG7424	protein	24582672	0	Drosophila melanogaster	14605208
43342	CG5546	protein	21355125	0	Drosophila melanogaster	CG7757	protein	24667067	0	Drosophila melanogaster	14605208
43343	CG5546	protein	21355125	0	Drosophila melanogaster	CG8368	protein	24659458	0	Drosophila melanogaster	14605208
43344	CG5546	protein	21355125	0	Drosophila melanogaster	CG8620	protein	24659834	0	Drosophila melanogaster	14605208
43345	CG5547	protein	45550975	0	Drosophila melanogaster	CG8268	protein	21356349	0	Drosophila melanogaster	14605208
43346	CG5547	protein	45550975	0	Drosophila melanogaster	CG8680	protein	20129243	0	Drosophila melanogaster	14605208
43347	CG5548	protein	24642084	0	Drosophila melanogaster	Arr1	protein	17136400	0	Drosophila melanogaster	14605208
43348	CG5555	protein	21356581	0	Drosophila melanogaster	CG5555	protein	21356581	0	Drosophila melanogaster	14605208
43349	CG5555	protein	21356581	0	Drosophila melanogaster	CG6333	protein	24665958	0	Drosophila melanogaster	14605208
43350	CG5558	protein	24648144	0	Drosophila melanogaster	CG8863	protein	24646562	0	Drosophila melanogaster	14605208
43351	gbb	protein	17137520	0	Drosophila melanogaster	CG8863	protein	24646562	0	Drosophila melanogaster	14605208
43352	CG5568	protein	21358303	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
43353	CG5569	protein	24762418	0	Drosophila melanogaster	CG5846	protein	19921030	0	Drosophila melanogaster	14605208
43354	CG5572	protein	24650729	0	Drosophila melanogaster	Spz3	protein	24582628	0	Drosophila melanogaster	14605208
43355	CG5572	protein	24650729	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
43356	ken	protein	17647553	0	Drosophila melanogaster	lolal	protein	24654834	0	Drosophila melanogaster	14605208
43357	imd	protein	18860545	0	Drosophila melanogaster	CG6447	protein	24650350	0	Drosophila melanogaster	14605208
43358	imd	protein	18860545	0	Drosophila melanogaster	Rack1	protein	17137396	0	Drosophila melanogaster	14605208
43359	imd	protein	18860545	0	Drosophila melanogaster	CG7725	not specified	0	0	Drosophila melanogaster	14605208
43360	imd	protein	18860545	0	Drosophila melanogaster	CG8569	protein	19922106	0	Drosophila melanogaster	14605208
43361	imd	protein	18860545	0	Drosophila melanogaster	Trip1	protein	17648041	0	Drosophila melanogaster	14605208
43362	imd	protein	18860545	0	Drosophila melanogaster	CG9392	protein	24666886	0	Drosophila melanogaster	14605208
43363	sbb	protein	24654891	0	Drosophila melanogaster	CG6459	protein	20130085	0	Drosophila melanogaster	14605208
43364	sbb	protein	24654891	0	Drosophila melanogaster	BG:DS00180.10	protein	19921312	0	Drosophila melanogaster	14605208
43365	Ote	protein	28573732	0	Drosophila melanogaster	Lam	protein	17136290	0	Drosophila melanogaster	14605208
43366	CG5591	protein	24762433	0	Drosophila melanogaster	brk	not specified	0	0	Drosophila melanogaster	14605208
43367	Ring	protein	17137804	0	Drosophila melanogaster	alphaCop	protein	24655452	0	Drosophila melanogaster	14605208
43368	Ring	protein	17137804	0	Drosophila melanogaster	CG8117	protein	45549559	0	Drosophila melanogaster	14605208
43369	Ring	protein	17137804	0	Drosophila melanogaster	RpIII128	protein	17647877	0	Drosophila melanogaster	14605208
43370	Mlc1	protein	17136340	0	Drosophila melanogaster	p38b	protein	17137550	0	Drosophila melanogaster	14605208
43371	Mlc1	protein	17136340	0	Drosophila melanogaster	Lis1	protein	28573462	0	Drosophila melanogaster	14605208
43372	CG5599	protein	18859875	0	Drosophila melanogaster	Dyb	protein	45551089	0	Drosophila melanogaster	14605208
43373	CG5602	protein	24762424	0	Drosophila melanogaster	Dip-B	protein	24646703	0	Drosophila melanogaster	14605208
43374	eRF1	protein	28574632	0	Drosophila melanogaster	Sap47	protein	24647307	0	Drosophila melanogaster	14605208
43375	CG5608	protein	24646316	0	Drosophila melanogaster	CG6251	protein	20130049	0	Drosophila melanogaster	14605208
43376	CG5611	protein	24650670	0	Drosophila melanogaster	CG5844	protein	21357171	0	Drosophila melanogaster	14605208
43377	CG5613	protein	28571242	0	Drosophila melanogaster	CG6904	protein	24646982	0	Drosophila melanogaster	14605208
43378	CG5618	protein	21356415	0	Drosophila melanogaster	l(2)06225	protein	21356001	0	Drosophila melanogaster	14605208
43379	CG5623	protein	24647224	0	Drosophila melanogaster	Trl	protein	24664300	0	Drosophila melanogaster	14605208
43380	CG5625	protein	45551149	0	Drosophila melanogaster	CG7879	protein	24655346	0	Drosophila melanogaster	14605208
43381	CG5634	protein	24650662	0	Drosophila melanogaster	CG7231	protein	24582645	0	Drosophila melanogaster	14605208
43382	nos	protein	17136364	0	Drosophila melanogaster	CG7655	protein	21358557	0	Drosophila melanogaster	14605208
43383	nos	protein	17136364	0	Drosophila melanogaster	128up	protein	17981711	0	Drosophila melanogaster	14605208
43384	nos	protein	17136364	0	Drosophila melanogaster	CG9025	protein	24656441	0	Drosophila melanogaster	14605208
43385	nos	protein	17136364	0	Drosophila melanogaster	Xbp1	protein	28573590	0	Drosophila melanogaster	14605208
43386	CG5640	protein	45550961	0	Drosophila melanogaster	Axn	protein	24651263	0	Drosophila melanogaster	14605208
43387	CG5640	protein	45550961	0	Drosophila melanogaster	RpL23a	protein	24655502	0	Drosophila melanogaster	14605208
43388	CG5640	protein	45550961	0	Drosophila melanogaster	128up	protein	17981711	0	Drosophila melanogaster	14605208
43389	CG5641	protein	21357109	0	Drosophila melanogaster	CG9326	protein	45551002	0	Drosophila melanogaster	14605208
43390	CG5641	protein	21357109	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
43391	CG5642	protein	21358039	0	Drosophila melanogaster	CG5892	protein	24648678	0	Drosophila melanogaster	14605208
43392	CG5642	protein	21358039	0	Drosophila melanogaster	CG5903	protein	21357927	0	Drosophila melanogaster	14605208
43393	CG5642	protein	21358039	0	Drosophila melanogaster	porin	protein	19550069	0	Drosophila melanogaster	14605208
43394	CG5642	protein	21358039	0	Drosophila melanogaster	RpS3	protein	17136324	0	Drosophila melanogaster	14605208
43395	CG5642	protein	21358039	0	Drosophila melanogaster	CG7856	protein	24585943	0	Drosophila melanogaster	14605208
43396	CG5642	protein	21358039	0	Drosophila melanogaster	CG8198	protein	24642263	0	Drosophila melanogaster	14605208
43397	CG5642	protein	21358039	0	Drosophila melanogaster	Ef1alpha48D	not specified	0	0	Drosophila melanogaster	14605208
43398	CG5642	protein	21358039	0	Drosophila melanogaster	CG8793	protein	24666879	0	Drosophila melanogaster	14605208
43399	CG5642	protein	21358039	0	Drosophila melanogaster	CG8831	protein	19922100	0	Drosophila melanogaster	14605208
43400	CG5642	protein	21358039	0	Drosophila melanogaster	CG9238	protein	24664201	0	Drosophila melanogaster	14605208
43401	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CG6163	protein	24662650	0	Drosophila melanogaster	14605208
43402	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CkIIalpha-i1	protein	24664817	0	Drosophila melanogaster	14605208
43403	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	fl(2)d	protein	24653461	0	Drosophila melanogaster	14605208
43404	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	BcDNA:GH05095	protein	24654540	0	Drosophila melanogaster	14605208
43405	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CG6543	protein	24653477	0	Drosophila melanogaster	14605208
43406	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	DNApol-iota	protein	24644984	0	Drosophila melanogaster	14605208
43407	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CG8617	protein	19922248	0	Drosophila melanogaster	14605208
43408	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CG9948	protein	24659632	0	Drosophila melanogaster	14605208
43409	BcDNA:LD34343	protein	24650656	0	Drosophila melanogaster	CG9967	protein	19920570	0	Drosophila melanogaster	14605208
43410	CG5645	protein	21357951	0	Drosophila melanogaster	Rep3	protein	21955284	0	Drosophila melanogaster	14605208
43411	Prosalpha6T	protein	19921232	0	Drosophila melanogaster	BG:DS08249.3	protein	24584167	0	Drosophila melanogaster	14605208
43412	Pp1-87B	protein	17933740	0	Drosophila melanogaster	RhoGAP54D	protein	45550451	0	Drosophila melanogaster	14605208
43413	Pp1-87B	protein	17933740	0	Drosophila melanogaster	Drostar1	protein	45550648	0	Drosophila melanogaster	14605208
43414	Pp1-87B	protein	17933740	0	Drosophila melanogaster	CG8316	protein	18859939	0	Drosophila melanogaster	14605208
43415	Pp1-87B	protein	17933740	0	Drosophila melanogaster	NiPp-1	protein	19922418	0	Drosophila melanogaster	14605208
43416	Pp1-87B	protein	17933740	0	Drosophila melanogaster	CG9170	protein	24642367	0	Drosophila melanogaster	14605208
43417	Pp1-87B	protein	17933740	0	Drosophila melanogaster	CG9238	protein	24664201	0	Drosophila melanogaster	14605208
43418	Pp1-87B	protein	17933740	0	Drosophila melanogaster	CG9933	protein	20129485	0	Drosophila melanogaster	14605208
43419	yps	protein	24663131	0	Drosophila melanogaster	CG6459	protein	20130085	0	Drosophila melanogaster	14605208
43420	Rsf1	protein	24583292	0	Drosophila melanogaster	ps	protein	24645370	0	Drosophila melanogaster	14605208
43421	ari-1	protein	24642970	0	Drosophila melanogaster	CG7386	protein	24659237	0	Drosophila melanogaster	14605208
43422	CG5662	protein	24642119	0	Drosophila melanogaster	CG9373	protein	24645384	0	Drosophila melanogaster	14605208
43423	CG5662	protein	24642119	0	Drosophila melanogaster	CG9393	protein	21355907	0	Drosophila melanogaster	14605208
43424	Atpalpha	protein	24648582	0	Drosophila melanogaster	Cp1	protein	24653518	0	Drosophila melanogaster	14605208
43425	Atpalpha	protein	24648582	0	Drosophila melanogaster	Mst89B	not specified	0	0	Drosophila melanogaster	14605208
43426	Atpalpha	protein	24648582	0	Drosophila melanogaster	RpL36	protein	24638921	0	Drosophila melanogaster	14605208
43427	Atpalpha	protein	24648582	0	Drosophila melanogaster	CG8368	not specified	0	0	Drosophila melanogaster	14605208
43428	Atpalpha	protein	24648582	0	Drosophila melanogaster	Sap47	not specified	0	0	Drosophila melanogaster	14605208
43429	Atpalpha	protein	24648582	0	Drosophila melanogaster	Zpr1	not specified	0	0	Drosophila melanogaster	14605208
43430	Atpalpha	protein	24648582	0	Drosophila melanogaster	CG9436	protein	20129731	0	Drosophila melanogaster	14605208
43431	Atpalpha	protein	24648582	0	Drosophila melanogaster	brk	not specified	0	0	Drosophila melanogaster	14605208
43432	CG5674	protein	28574249	0	Drosophila melanogaster	CG6276	protein	45550753	0	Drosophila melanogaster	14605208
43433	CG5674	protein	28574249	0	Drosophila melanogaster	mbo	protein	24646365	0	Drosophila melanogaster	14605208
43434	CG5674	protein	28574249	0	Drosophila melanogaster	nuf	protein	24664121	0	Drosophila melanogaster	14605208
43435	CG5674	protein	28574249	0	Drosophila melanogaster	CG8580	protein	24660058	0	Drosophila melanogaster	14605208
43436	CG5674	protein	28574249	0	Drosophila melanogaster	CG8854	protein	45550417	0	Drosophila melanogaster	14605208
43437	CG5674	protein	28574249	0	Drosophila melanogaster	CG9036	protein	19922620	0	Drosophila melanogaster	14605208
43438	CG5674	protein	28574249	0	Drosophila melanogaster	CG9083	protein	22024283	0	Drosophila melanogaster	14605208
43439	CG5674	protein	28574249	0	Drosophila melanogaster	brk	not specified	0	0	Drosophila melanogaster	14605208
43440	X11L	protein	24642814	0	Drosophila melanogaster	CG7808	protein	24651185	0	Drosophila melanogaster	14605208
43441	X11L	protein	24642814	0	Drosophila melanogaster	Dip2	protein	24644047	0	Drosophila melanogaster	14605208
43442	X11L	protein	24642814	0	Drosophila melanogaster	CG9795	protein	28571485	0	Drosophila melanogaster	14605208
43443	CG5676	protein	24583291	0	Drosophila melanogaster	Arp87C	protein	24646371	0	Drosophila melanogaster	14605208
43444	CG5677	protein	21355207	0	Drosophila melanogaster	Src64B	protein	24657868	0	Drosophila melanogaster	14605208
43445	bsk	protein	24583287	0	Drosophila melanogaster	CG7417	protein	24655577	0	Drosophila melanogaster	14605208
43446	bsk	protein	24583287	0	Drosophila melanogaster	CG9373	protein	24645384	0	Drosophila melanogaster	14605208
43447	bsk	protein	24583287	0	Drosophila melanogaster	Dhod	protein	24645108	0	Drosophila melanogaster	14605208
43448	CG5681	protein	24584893	0	Drosophila melanogaster	CG7834	protein	24651147	0	Drosophila melanogaster	14605208
43449	Aef1	protein	24668067	0	Drosophila melanogaster	CG9986	protein	21357761	0	Drosophila melanogaster	14605208
43450	raps	protein	24650658	0	Drosophila melanogaster	par-6	protein	24642839	0	Drosophila melanogaster	14605208
43451	raps	protein	24650658	0	Drosophila melanogaster	lbl	protein	24648755	0	Drosophila melanogaster	14605208
43452	raps	protein	24650658	0	Drosophila melanogaster	RpS25	protein	24645867	0	Drosophila melanogaster	14605208
43453	raps	protein	24650658	0	Drosophila melanogaster	CG6803	protein	24646991	0	Drosophila melanogaster	14605208
43454	raps	protein	24650658	0	Drosophila melanogaster	CG6905	protein	19922992	0	Drosophila melanogaster	14605208
43455	raps	protein	24650658	0	Drosophila melanogaster	CG7323	protein	45550660	0	Drosophila melanogaster	14605208
43456	raps	protein	24650658	0	Drosophila melanogaster	CG7386	protein	24659237	0	Drosophila melanogaster	14605208
43457	raps	protein	24650658	0	Drosophila melanogaster	Bx42	protein	24640727	0	Drosophila melanogaster	14605208
43458	raps	protein	24650658	0	Drosophila melanogaster	CG8292	protein	24582746	0	Drosophila melanogaster	14605208
43459	raps	protein	24650658	0	Drosophila melanogaster	Lcp2	protein	17136298	0	Drosophila melanogaster	14605208
43460	raps	protein	24650658	0	Drosophila melanogaster	Graf	protein	45549562	0	Drosophila melanogaster	14605208
43461	raps	protein	24650658	0	Drosophila melanogaster	CG9927	protein	24646718	0	Drosophila melanogaster	14605208
43462	CG5694	protein	24583270	0	Drosophila melanogaster	CG7745	protein	19922024	0	Drosophila melanogaster	14605208
43463	CG5699	protein	24655840	0	Drosophila melanogaster	CG5792	protein	45550970	0	Drosophila melanogaster	14605208
43464	prc	protein	24663043	0	Drosophila melanogaster	CG6921	protein	28571825	0	Drosophila melanogaster	14605208
43465	prc	protein	24663043	0	Drosophila melanogaster	CG7324	protein	24668018	0	Drosophila melanogaster	14605208
43466	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG6393	protein	28573607	0	Drosophila melanogaster	14605208
43467	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG6416	protein	45552078	0	Drosophila melanogaster	14605208
43468	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG6707	protein	24662056	0	Drosophila melanogaster	14605208
43469	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG7856	protein	24585943	0	Drosophila melanogaster	14605208
43470	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG8292	protein	24582746	0	Drosophila melanogaster	14605208
43471	RhoBTB	protein	28574635	0	Drosophila melanogaster	CG9426	protein	24584043	0	Drosophila melanogaster	14605208
43472	CG5703	protein	18859877	0	Drosophila melanogaster	CycB3	protein	24649824	0	Drosophila melanogaster	14605208
43473	CG5703	protein	18859877	0	Drosophila melanogaster	CG9640	protein	24654325	0	Drosophila melanogaster	14605208
43474	CG5705	protein	19921226	0	Drosophila melanogaster	CG9531	protein	24582226	0	Drosophila melanogaster	14605208
43475	CG5708	protein	24583266	0	Drosophila melanogaster	BM-40-SPARC	protein	24650420	0	Drosophila melanogaster	14605208
43476	CG5708	protein	24583266	0	Drosophila melanogaster	CG7570	protein	24667117	0	Drosophila melanogaster	14605208
43477	CG5708	protein	24583266	0	Drosophila melanogaster	CG9665	protein	24665661	0	Drosophila melanogaster	14605208
43478	CG5708	protein	24583266	0	Drosophila melanogaster	Sd	protein	17136452	0	Drosophila melanogaster	14605208
43479	ari-2	protein	17137570	0	Drosophila melanogaster	UbcD10	protein	17137640	0	Drosophila melanogaster	14605208
43480	ari-2	protein	17137570	0	Drosophila melanogaster	CG6770	not specified	0	0	Drosophila melanogaster	14605208
43481	ari-2	protein	17137570	0	Drosophila melanogaster	RpS3	protein	17136324	0	Drosophila melanogaster	14605208
43482	ari-2	protein	17137570	0	Drosophila melanogaster	CG7262	protein	21357833	0	Drosophila melanogaster	14605208
43483	ari-2	protein	17137570	0	Drosophila melanogaster	Eip71CD	protein	24664635	0	Drosophila melanogaster	14605208
43484	ari-2	protein	17137570	0	Drosophila melanogaster	Nmt	protein	24660676	0	Drosophila melanogaster	14605208
43485	ari-2	protein	17137570	0	Drosophila melanogaster	C15	protein	45549042	0	Drosophila melanogaster	14605208
43486	ari-2	protein	17137570	0	Drosophila melanogaster	dup	protein	17864542	0	Drosophila melanogaster	14605208
43487	ari-2	protein	17137570	0	Drosophila melanogaster	Kap-alpha3	protein	28573147	0	Drosophila melanogaster	14605208
43488	Arr1	protein	17136400	0	Drosophila melanogaster	CG6175	protein	24662634	0	Drosophila melanogaster	14605208
43489	Arr1	protein	17136400	0	Drosophila melanogaster	CG6254	protein	45550724	0	Drosophila melanogaster	14605208
43490	Arr1	protein	17136400	0	Drosophila melanogaster	CG8924	protein	18859953	0	Drosophila melanogaster	14605208
43491	Arr1	protein	17136400	0	Drosophila melanogaster	en	not specified	0	0	Drosophila melanogaster	14605208
43492	yellow-g	protein	17648123	0	Drosophila melanogaster	CG7658	protein	21357305	0	Drosophila melanogaster	14605208
43493	yellow-g	protein	17648123	0	Drosophila melanogaster	CG8813	protein	19920604	0	Drosophila melanogaster	14605208
43494	yellow-g	protein	17648123	0	Drosophila melanogaster	CG9324	protein	19921600	0	Drosophila melanogaster	14605208
43495	yellow-g	protein	17648123	0	Drosophila melanogaster	CG9572	protein	24643447	0	Drosophila melanogaster	14605208
43496	BcDNA:LD27873	protein	21355215	0	Drosophila melanogaster	CG7646	protein	28574619	0	Drosophila melanogaster	14605208
43497	CG5724	protein	24646390	0	Drosophila melanogaster	CG6724	protein	24583529	0	Drosophila melanogaster	14605208
43498	CG5726	protein	20130109	0	Drosophila melanogaster	CG9235	protein	20130189	0	Drosophila melanogaster	14605208
43499	CG5726	protein	20130109	0	Drosophila melanogaster	rin	protein	45551889	0	Drosophila melanogaster	14605208
43500	CG5726	protein	20130109	0	Drosophila melanogaster	CG9426	protein	24584043	0	Drosophila melanogaster	14605208
43501	AnnIX	protein	17136266	0	Drosophila melanogaster	BcDNA:GH05582	protein	24651887	0	Drosophila melanogaster	14605208
43502	CG5731	protein	24583253	0	Drosophila melanogaster	CG6416	protein	45552078	0	Drosophila melanogaster	14605208
43503	CG5732	protein	45550788	0	Drosophila melanogaster	CG8277	protein	28574385	0	Drosophila melanogaster	14605208
43504	CG5733	protein	24654843	0	Drosophila melanogaster	cact	protein	24584588	0	Drosophila melanogaster	14605208
43505	CG5733	protein	24654843	0	Drosophila melanogaster	CG6426	protein	22024182	0	Drosophila melanogaster	14605208
43506	CG5733	protein	24654843	0	Drosophila melanogaster	Cka	protein	24582669	0	Drosophila melanogaster	14605208
43507	CG5733	protein	24654843	0	Drosophila melanogaster	CG7787	protein	24582782	0	Drosophila melanogaster	14605208
43508	CG5734	protein	19921042	0	Drosophila melanogaster	SF2	protein	21358097	0	Drosophila melanogaster	14605208
43509	CG5735	protein	24661225	0	Drosophila melanogaster	Tob	protein	24642400	0	Drosophila melanogaster	14605208
43510	dmrt93B	protein	17986183	0	Drosophila melanogaster	CG6017	protein	21357959	0	Drosophila melanogaster	14605208
43511	dmrt93B	protein	17986183	0	Drosophila melanogaster	CG7010	protein	28571106	0	Drosophila melanogaster	14605208
43512	lolal	protein	24654834	0	Drosophila melanogaster	CG6891	protein	24643108	0	Drosophila melanogaster	14605208
43513	lolal	protein	24654834	0	Drosophila melanogaster	rib	protein	17985983	0	Drosophila melanogaster	14605208
43514	CG5742	protein	19922502	0	Drosophila melanogaster	CG7236	protein	24581998	0	Drosophila melanogaster	14605208
43515	CG5742	protein	19922502	0	Drosophila melanogaster	CG7417	protein	24655577	0	Drosophila melanogaster	14605208
43516	CG5744	protein	24642972	0	Drosophila melanogaster	CG7518	protein	24646442	0	Drosophila melanogaster	14605208
43517	CG5744	protein	24642972	0	Drosophila melanogaster	babo	protein	17136928	0	Drosophila melanogaster	14605208
43518	CG5745	protein	28571788	0	Drosophila melanogaster	BcDNA:GH02536	protein	19921856	0	Drosophila melanogaster	14605208
43519	CG5746	protein	24649640	0	Drosophila melanogaster	CG8368	protein	24659458	0	Drosophila melanogaster	14605208
43520	CG5757	protein	28573735	0	Drosophila melanogaster	CG6985	protein	21355717	0	Drosophila melanogaster	14605208
43521	rtet	protein	17738085	0	Drosophila melanogaster	CG9961	protein	24581203	0	Drosophila melanogaster	14605208
43522	CG5762	protein	21355465	0	Drosophila melanogaster	tara	protein	24647380	0	Drosophila melanogaster	14605208
43523	CG5762	protein	21355465	0	Drosophila melanogaster	CG8291	protein	28573803	0	Drosophila melanogaster	14605208
43524	CG5762	protein	21355465	0	Drosophila melanogaster	CG9424	protein	21355913	0	Drosophila melanogaster	14605208
43525	CG5768	protein	24649673	0	Drosophila melanogaster	MRG15	protein	21357515	0	Drosophila melanogaster	14605208
43526	CG5770	protein	19922498	0	Drosophila melanogaster	Ela	protein	24649822	0	Drosophila melanogaster	14605208
43527	Rab11	protein	19549675	0	Drosophila melanogaster	betaTub56D	protein	28573700	0	Drosophila melanogaster	14605208
43528	CG5773	protein	20130095	0	Drosophila melanogaster	CG6357	protein	20129967	0	Drosophila melanogaster	14605208
43529	CG5780	protein	24583947	0	Drosophila melanogaster	CG9083	protein	22024283	0	Drosophila melanogaster	14605208
43530	CG5783	protein	24584938	0	Drosophila melanogaster	BcDNA:RE63504	not specified	0	0	Drosophila melanogaster	14605208
43531	CG5791	protein	21357969	0	Drosophila melanogaster	Mst89B	protein	24647385	0	Drosophila melanogaster	14605208
43532	CG5791	protein	21357969	0	Drosophila melanogaster	Rbp4	protein	17136826	0	Drosophila melanogaster	14605208
43533	CG5792	protein	45550970	0	Drosophila melanogaster	Hmx	protein	17864630	0	Drosophila melanogaster	14605208
43534	CG5792	protein	45550970	0	Drosophila melanogaster	CG6040	protein	24648127	0	Drosophila melanogaster	14605208
43535	CG5792	protein	45550970	0	Drosophila melanogaster	mus304	protein	45549208	0	Drosophila melanogaster	14605208
43536	CG5792	protein	45550970	0	Drosophila melanogaster	ERR	protein	28574950	0	Drosophila melanogaster	14605208
43537	CG5792	protein	45550970	0	Drosophila melanogaster	CG7715	protein	24648042	0	Drosophila melanogaster	14605208
43538	CG5792	protein	45550970	0	Drosophila melanogaster	RpL11	protein	17137026	0	Drosophila melanogaster	14605208
43539	CG5792	protein	45550970	0	Drosophila melanogaster	CG7946	protein	21358567	0	Drosophila melanogaster	14605208
43540	CG5792	protein	45550970	0	Drosophila melanogaster	CG8598	protein	24659958	0	Drosophila melanogaster	14605208
43541	CG5792	protein	45550970	0	Drosophila melanogaster	CG8745	protein	21356575	0	Drosophila melanogaster	14605208
43542	CG5792	protein	45550970	0	Drosophila melanogaster	CG9463	protein	24582924	0	Drosophila melanogaster	14605208
43543	CG5792	protein	45550970	0	Drosophila melanogaster	CG9576	protein	19920380	0	Drosophila melanogaster	14605208
43544	CG5792	protein	45550970	0	Drosophila melanogaster	CG9665	protein	24665661	0	Drosophila melanogaster	14605208
